,name,address,sido,gugun
0,효성2점,인천광역시 계양구 효성1동 31-4,인천광역시,계양구
1,효성점,인천광역시 남동구 백범로247번길 93-26,인천광역시,남동구
2,효자점(포항),경상북도 포항시남구 효자동 119-1,경상북도,포항시남구
3,후곡점,경기도 고양시일산서구 강선로 140,경기도,고양시일산서구
4,후평2동점,강원도 춘천시 후만로 37,강원도,춘천시
5,후포점,경상북도 울진군 후포면 후포리 623-130,경상북도,울진군
6,훼미리점,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",서울특별시,송파구
7,휴천점,경상북도 영주시 휴천2동 303-21,경상북도,영주시
8,흑석동점,서울특별시 동작구 흑석동 96-3,서울특별시,동작구
9,흥업점,강원도 원주시 흥업면 남원로 82,강원도,원주시
10,흰돌점,경기도 고양시일산동구 일산로 11  ,경기도,고양시일산동구
11,CNTTEST,00 18 신사동 주소,00,18
